valor;descricao;local;bairro/cidade;quartos;garagem;banheiro;area(m2);iptu;condominio;novidade;tipo;suite;academia;varanda;transporte;salao;planejado;acabamento
826000;Sofisticado e aconchegante apartamento no Bairro de Boa Vista   São Caetano do Sul em condomínio clube com 96 m situado em andar alto, varanda gourmet, 2 dormitórios sendo 01 suíte...;Boa Vista; São Caetano do Sul;2;2;2;96;1060;542;Super destaque;2;1;0;1;0;0;0;0
297000;Lindo apartamento!  Com 2 dormitórios sendo 1 suíte, com fino acabamento, cozinha planejada rica em armários, piso de porcelanato, pia de granito preto personalizada, divisória de...;Rua Manoel Sylvestre de Freitas Filho; Jardim Nova Europa;2;0;2;46;45;430;Nenhuma;2;1;0;0;0;0;1;1
258538;"RESIDENCIAL MADERO  Apartamento na planta, excelente localização.    1 suíte + 1 dormitório;   Sala de estar/jantar;   Cozinha;   Bwc social;   Área de serviço;   Sacada com churra...";Alto Alegre; Cascavel;2;1;2;60;0;200;Nenhuma;2;1;0;1;0;0;0;0
425500;Casa de esquina em condomínio localizado na região Norte de Londrina contendo 3 dormitórios sendo 1 deles suíte, sala com painel e rack para televisão e mesa planejada para 4 lugar...;Rua José de Souza e Oliveira; Jardim Strass;3;2;1;110;0;0;Nenhuma;6;1;0;0;0;0;1;0
335000;Apartamento com área total de 50m², 1 sala, armários nos quartos, 1 suíte, 2 vagas de garagem. Infraestrutura: elevador, interfone, portão eletrônico, gás canalizado, rua plana, lo...;Rua Cantor Luiz Gonzaga; Castelo;2;2;2;50;0;275;Nenhuma;2;1;0;0;0;0;0;0
60000;Mais Informações 9.1.9.8.0.3.1.7.1.1.8 Linda Casa disponível para Venda no Icui Guajara no Conjunto Uirapuru Otima localidade e estrutura proxima de parada de ônibus, escola, merca...;Quadra Vinte Oito; Icuí-Guajará;3;1;1;90;0;0;Nenhuma;6;0;0;0;1;0;0;0
780000;Tatuapé,Carrão,Vendo ou Alugo por 4.000,00 pacote,ótimo apto com 3 dormitórios, com uma suíte, sala para 2 ambientes, cozinha, banheiro social , banheiro de empregada, lavanderia,...;Rua Vilela; Tatuapé;3;2;3;85;360;620;Nenhuma;2;1;0;0;0;0;0;0
560000;1102;Rua Costa Aguiar; Ipiranga;2;1;2;61;135;400;Nenhuma;9;0;0;0;0;0;0;0
280000;Apartamento 70M2, com 2 quartos, sendo 1 suíte, repleto de armários, sala dois ambiente, varanda, cozinha com armários, banheiro social, duas vagas de garagem, 70 metros muito bem...;Parque Amazônia; Goiânia;2;2;2;70;550;300;Nenhuma;2;1;0;1;1;0;0;0
470000;Apartamento, no Condomínio Residencial Allegro, na cidade de Jundiaí/SP, com 77m2   2 dormitorios , sendo 1 suíte, Closet, 5º Andar   Sol da Manhã (Vista livre), Vaga coberta, todo...;Vila Rica; Jundiaí;2;1;2;77;0;450;Nenhuma;2;1;0;0;0;0;0;0
370000;apartamento 2 dormitórios sendo 1 suíte 10 andar vista para o mar mobiliado gás encanado portaria 24 horas prédio com lazer completo;Jardim Las Palmas; Guarujá;2;1;2;75;230;780;Nenhuma;2;1;0;0;0;0;0;0
475000;Apartamento com 2 dormitórios sendo 1 suíte à venda, 55 m² por R$ 475.000   Santo Amaro   São Paulo/SP.Localização privilegiada. para quem busca um lugar tranquilo para morar, próx...;Santo Amaro; São Paulo;2;1;1;55;0;353;Nenhuma;2;1;0;0;0;0;0;0
409590;Apartamento com área total de 53m², sendo área privativa de 29m², varanda, 1 sala, 1 suíte, cozinha americana, área de serviço independente, 2 vagas de garagem. Infraestrutura: ele...;Rua Lindolfo Deodoro; Salgado Filho;2;2;2;53;0;0;Nenhuma;2;1;0;1;0;0;0;0
212000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Jardim Leopoldina, em Porto Alegre, com 2 dormitório(s), 1 vaga(s) de garagem, com área privativa de 55.00 m² e área tot...;Jardim Leopoldina; Porto Alegre;2;1;1;55;21;269;Nenhuma;2;0;0;0;0;0;0;0
480000;O imóvel está estrategicamente localizado em um dos bairros mais tranquilos da cidade, Vila Marari, com fácil acesso pela Avenida Cupecê, próximo ao Supermercado Fam e o Shopping I...;Rua Clóvis da Cunha de Castro; Cupecê;2;2;2;83;0;0;Nenhuma;5;0;0;0;0;0;0;0
320000;Apartamento contendo 02 dormitórios sendo 01 suíte, sala 02 ambientes, cozinha, wc social, varanda gourmet e vista livre, 02 vagas de garagem.  Prédio com Lazer: piscina de adulto...;Vila Caicara; Praia Grande;2;2;1;78;0;0;Nenhuma;2;1;0;1;0;0;0;0
160000;Apartamento no 3° andar : 2 Dormitórios, 1 Banheiro, Sala de Estar com Varanda, Cozinha, Área de Serviço, Direito ao uso de 1 Vaga na Garagem.  Rua 12 Um diferencia é que durante o...;Rua Maria José Celestino Saad; Jardim Ísis;2;1;1;47;0;250;Nenhuma;2;0;0;1;0;0;0;0
1490000;Horta imobiliária vende Apartamento reformado na Rua da Passagem. Possui uma ampla varanda, uma sala em dois ambientes, 3 quartos sendo 1 suíte, banheiro social, cozinha, banheiro...;Botafogo; Rio de Janeiro;3;1;3;97;330;900;Nenhuma;2;1;0;1;0;0;0;0
200000;Casa duplex no bairro Tangará em Mário Campos  Com acabamento cerâmico, bancadas em granito e esquadrias em blindex, essa casa possui entrada individual, ofertando aos seus morador...;Rua Minas Gerais; Centro;2;2;2;71;0;0;Nenhuma;6;0;0;0;0;0;0;1
205000;Apartamento muito bem localizado, no melhor bairro da  Praia Grande.  Próximo a comércios como :  Padarias, Farmácias, Mercados, Restaurantes, bares.  Tendo ainda toda segurança ne...;Rua Martin Afonso de Souza; Aviação;1;1;1;55;195;585;Nenhuma;2;0;0;0;0;0;0;0
720000;Apartamento para venda com 71 metros quadrados com 2 quartos em Ipiranga   São Paulo   SP    Apartamento no Ipiranga com 71 m², com 2 quartos, 1 suíte, 2 banheiros  Condomínio com...;Rua Cipriano Barata; Ipiranga;2;1;2;71;208;700;Destaque;2;1;0;0;1;0;0;0
266000;02 DORMITÓRIOS,SALA PARA DOIS AMBIENTES,BANHEIRO COM GABINETE E BOX,COZINHA,ÁREA DE SERVIÇO COM 01 BANHEIRO,01 VAGA DE GARAGEM COBERTA.;Centro; São Carlos;2;1;2;75;78;550;Nenhuma;9;0;0;0;0;0;0;0
614796;Apartamento de 3 dormitórios, 1 suíte com duas vagas de garagem, no bairro Jardim América em São Leopoldo.  O imóvel contara com amplo living, varanda gourmet, cozinha americana, a...;Avenida Doutor Mário Sperb; Jardim América;3;2;2;86;0;0;Super destaque;2;1;0;1;0;0;0;0
1980000;EXCELENTE SOBRADO SWISS PARK !!!! Sobrado espetacular em um dos condomínios mais bem estruturados do Swiss Park. Projeto realizado por arquiteto renomado. Fino acabamento, material...;Swiss Park; Campinas;4;4;5;320;426;552;Super destaque;9;0;0;0;0;0;0;0
860000;Apartamento a Venda na Avenida Lúcio Costa, Praia da Barra da Tijuca, Condomínio Golden Coast Hotel Residencial, composto por: 1 quarto com armários, sala em 2 ambientes, varanda c...;Avenida Lúcio Costa; Barra da Tijuca;1;1;1;55;3187;1144;Super destaque;2;0;0;1;0;0;0;0
339990;Lançamento Jardins do Paratehy Urbanova um empreendimento exclusivo no que há de melhor no Urbanova.    2 e 3 dormitórios entregue com piso laminado e lazer equipado e decorado!  O...;Rua Izola Gerdulo Poli; Urbanova;3;2;2;68;0;400;Nenhuma;9;0;0;0;0;0;0;0
350000;O apartamento no bairro Vila das Belezas tem 58 metros quadrados com 2 quartos sendo 1 suíte e 2 banheiros aceita financiamento bancário e pode usar o fgts como entrada ....;Rua Gregório Allegri; Vila das Belezas;2;1;1;58;15;12;Nenhuma;2;1;0;0;1;0;0;0
631780;Apartamento à Venda, 75m² por R$ 631,780. Vila Andrade   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Bas...;Rua Alexandre Benois; Vila Andrade;3;2;2;75;0;0;Nenhuma;2;0;0;0;0;0;0;0
317000;Casa à venda   Jardim Imperial   Atibaia   SP   Imóvel com 02 dormitórios , sendo uma suite , sala de estar , cozinha , 02 banheiros , área de serviço e garagem para 01 carro .   Á...;Jardim Imperial; Atibaia;2;1;2;63;90;0;Nenhuma;6;1;0;0;0;0;0;0
395000;Luxor Imóveis vende apartamento no Jardim Itu em Porto Alegre com área total de 92,00 m2 e área privativa de 75,13 m2 com 2 dormitórios, sendo 01 suíte, lavabo, cozinha, área de se...;Jardim Itú Sabará; Porto Alegre;2;1;2;75;525;290;Nenhuma;2;1;0;0;0;0;0;0
558459;Apartamento à Venda, 54m² por R$ 558,459. Ipiranga   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Basta p...;Rua do Lago; Ipiranga;2;1;2;54;0;0;Nenhuma;2;0;0;0;0;0;0;0
589000;Apartamento à Venda, 72m² por R$ 589,000. Vila Carlos de Campos   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a New Brokers Neg...;Avenida Doutor Orêncio Vidigal; Vila Carlos de Campos;2;1;2;72;150;430;Nenhuma;2;0;0;0;0;0;0;0
550000;Casa duplex totalmente individual, não é parede meia, com aquecedor solar. Sistema de segurança com cerca elétrica. Localização: atrás da Prefeitura de Contage...;Rua das Araucárias; Lúcio de Abreu;3;4;2;150;100;0;Nenhuma;6;0;0;0;0;0;0;0
300000;APARTAMENTO 2 DORMITÓRIOS   Imóvel com 60,43 m², com dois dormitórios, banheiro social, living 2 ambientes e cozinha com área de serviço anexa. Não possui garagem. Apartamento no 4...;Rua Mucio Teixeira; Menino Deus;2;0;1;60;0;353;Nenhuma;2;0;0;0;0;0;0;0
320000;50 M², 2 BANHEIROS, 1 VAGA NA GARAGEMQUITADA10º ANDAR COM VISTA PARA A CASTELO  ;Vila Nilva; Barueri;1;1;2;50;0;300;Nenhuma;9;0;0;0;0;0;0;0
586000;Apartamento à Venda, 106m² por R$ 586,000. Vila Thais   Atibaia/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Mega Imóveis!   Basta preen...;Vila Thais; Atibaia;3;2;2;106;90;250;Nenhuma;2;0;0;0;0;0;0;0
210000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Jardim Leopoldina, em Porto Alegre, com 2 dormitório(s), 0 vaga(s) de garagem, com área privativa de 52.34 m² e área tot...;Jardim Leopoldina; Porto Alegre;2;0;1;52;390;245;Nenhuma;2;0;0;0;0;0;0;0
445000;Apartamento com 2 dormitórios, sendo 1 suíte, no Canto do Forte.Área de lazer completa.1 vaga de garagem.  ;Rua Bahia; Boqueirão;2;1;1;83;0;0;Nenhuma;2;1;0;0;0;0;0;0
372000;Apartamento aconchegante no bairro Casa Verde tem 63 metros, 2 dormitórios, 1 vaga, terraço, deposito, churrasqueira, salão de festas, excelente oportunidade única...;Rua Aburá; Sítio do Mandaqui;2;1;1;63;350;70;Nenhuma;2;0;0;1;1;1;0;0
240000;oportunidade sala espaçosa e bem ventilada 2 dormitórios com planejados cozinha com planejados 1 banheiro com azulejo branco bem clean e box de vidro  Condomínio com piscina, quadr...;Ponte Grande; Guarulhos;2;1;1;45;35;250;Nenhuma;9;0;0;0;0;0;1;1
480000;Casa Alto Padrão 3 qts no Jardim Fonte Nova ⚜️  ✅ Área Construída 135m2 ✅ Área Terreno 224,79m2  🔸 Casa 3 qts sendo uma suite 🔸 Cozinha Ampla  🔸 Sala Ampla com Gesso Rebaixado c...;Rua FN 1; Jardim Fonte Nova;3;2;2;135;0;0;Nenhuma;6;1;0;0;0;0;0;1
330000;Excelente localização no Centro de São Bernardo do Campo, próximo você encontrará uma variedade em comércios, acesso as principais vias da região do ABC e São Paulo pela rodovia An...;Centro; São Bernardo do Campo;2;1;1;82;78;300;Nenhuma;9;0;0;0;0;0;0;0
750000;O apartamento no bairro Lauzane Paulista tem 75 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros;Avenida do Guacá; Lauzane Paulista;3;0;2;75;289;600;Nenhuma;2;1;0;0;1;0;0;0
230000;Amplo Apartamento! Térreo em Praia Grande no Bairro Guilhermina   Composto por sala,1 dormitório, cozinha e banheiro social e área de serviço.    500 METROS DA PRAIA    VAGA DE GAR...;Vila Guilhermina; Praia Grande;1;1;1;55;133;440;Nenhuma;2;0;0;0;1;0;0;0
360000;Dois dormitórios, com suíte, uma vaga de garagem,   A varanda está com vidro fechando,  São 66 metros quadrados  Vaga é rotativa, uma vez por ano coberta e depois descoberta...;Vila Galvão; Guarulhos;2;1;1;66;44;550;Nenhuma;9;1;0;1;1;0;0;0
650000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Pelotas; Vila Mariana;2;1;2;62;0;945;Destaque;9;0;0;0;0;0;0;0
3500000;Excelente imóvel composto de sala ampla, 3 quartos sendo 1 suíte, cozinha repleta de armários, lavanderia, dependência completa e 1 vaga na garagem. 23bec;Avenida Vieira Souto; Ipanema;3;1;3;140;13562;3175;Super destaque;9;1;0;0;0;0;0;0
564000;Excelente casa em condomínio fechado em ótima localização, com 361 M² de terreno e 137 M² de área útil. O imóvel possui, lavabo, sala ampla sendo dois ambientes, cozinha planejada,...;Avenida Heráclito Fontoura Sobral Pinto; Condomínio Guaporé;3;2;3;137;0;378;Super destaque;6;0;0;0;0;0;1;0
760000;Kiffer Ferreira Vende Cod. do Anuncio   CA2041 Se voce estava procurando uma casa bem localizada em um bairro tranquilo e muito agradável, acabou de achar, vendo uma linda casa, va...;Piratininga; Niterói;4;2;2;190;125;0;Super destaque;6;0;0;0;0;0;0;0
910000;Apartamento à Venda, 65m² por R$ 910,000. Campo Belo   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Basta...;Rua Vieira de Morais; Campo Belo;2;1;3;65;300;800;Nenhuma;2;0;0;0;0;0;0;0
285000;Apartamento muito espaçoso, 3 dormitórios sendo 1 suíte, todos com armários, sala 2 ambientes com sacada, cozinha planejada, 1 vaga de garagem, ótima localização! agende sua visita...;Vila Mariana; Bauru;3;1;2;92;0;0;Nenhuma;2;1;0;1;0;0;1;0
241471;Apartamento à Venda, 41m² por R$ 241,471. Cidade Líder   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Bas...;Rua Muçurepê; Cidade Líder;2;1;1;41;0;0;Nenhuma;2;0;0;0;0;0;0;0
545000;"Loft: Apto Sacomã | 2 Quartos | 67 m² | Cond: R$630.00 | 1Vaga  Clique em ""Contatar Anunciante"", e receba o link por whatsapp para agendar sua visita totalmente online no nosso sit...";Rua Arroio Grande; ;2;1;2;67;31;630;Nenhuma;2;0;0;0;0;0;0;0
185000;Apartamento Vila Tesouro, 49m². 2 dormitórios, sala, cozinha com armários, wc social, área de serviço, 1 vaga de garagem . Condomínio com portaria 24 horas , salão de festa, a acad...;Vila Tesouro; São José dos Campos;2;1;1;47;0;0;Nenhuma;2;0;0;0;0;1;0;0
493905;Apartamento Novo, Manaíra, 71 m², 03 quartos, 01 Suíte, Piscina, Elevador  Valor do Imóvel: R$ 493.905,00 Valor do condomínio : R$ 415,00  Pronto para morar!  Excelente localização...;Avenida Sapé; Manaíra;3;1;2;71;0;415;Nenhuma;2;1;0;0;0;0;0;0
398400;Apartamento à Venda, 55m² por R$ 398,400. Vila Nova Cachoeirinha   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓV...;Avenida Inajar de Souza; Vila Nova Cachoeirinha;3;1;2;55;0;0;Nenhuma;2;0;0;0;0;0;0;0
550000;NBKT   NOBILITARE oferta para VENDA, Casa, no bairro Rubem Berta, em Porto Alegre, com 3 dormitório(s), 2 vaga(s) de garagem, com área privativa de 302.50 m² e área total de 302.50...;Rubem Berta; Porto Alegre;3;2;3;302;843;0;Nenhuma;6;0;0;0;0;0;0;0
320000;Apartamento para Venda próximo a Havan de Jacareí  Imóvel completamente mobiliado, em localização privilegiada na cidade, 1 km da Havan e do Supermercado Tenda. 5 Min do centro da...;Rua Emídio Pereira de Mesquita; Jardim das Industrias;2;1;2;59;600;384;Nenhuma;2;0;0;0;0;0;0;0
280000;Quarto sala Semi mobiliado na Vital Barbosa, ponta verde. Com armários, mesa de jantar com 4 cadeiras, microondas, fogão, cama casal, cama beliche, sofá cama, com os seguintes cômo...;Avenida Professor Victal Barbosa; Ponta Verde;1;1;1;42;0;700;Nenhuma;6;0;0;0;0;0;0;0
410000;Ótimo apartamento no Residencial Mariana   Jardim Satélite! São:    62m²   2 vagas na garagem   Sol nascente e poente   Varanda com vista livre   2 dormitórios sendo 1 suíte   2 ba...;Jardim Satélite; São José dos Campos;2;2;2;62;590;409;Nenhuma;2;1;0;1;0;0;0;0
550000;Vazio;Loteamento Dinora Rosa; Sorocaba;3;4;2;140;80;280;Nenhuma;9;0;0;0;0;0;0;0
485000;"Apartamento com 03 Dormitórios sendo 01 Suíte; Living 02 Ambientes (Estar e Jantar); Cozinha; Lavanderia, 01 WC Social e 02 Vaga Garagem.  O Condomínio Conta com Área de Lazer Comp...";Parque Industrial; Campinas;3;2;2;69;108;580;Nenhuma;2;1;0;0;0;0;0;0
240000; ;Parque das Vivendas; Marília;1;1;1;745;0;0;Nenhuma;9;0;0;0;0;0;0;0
745000;O imóvel está estrategicamente localizado em um dos melhores bairros da cidade de São Caetano do Sul. No Espaço Cerâmica você encontra infraestrutura como nunca viu: Fiação elétric...;Alameda Porcelana; Ceramica;2;1;2;69;0;600;Nenhuma;9;0;0;0;0;0;0;1
850000;Sobrado para Venda no bairro Vila Valparaíso, localizado na cidade de Santo André / SP, região ABC, ponto de referência Próximo da Av Atlântica.     Com 2 dormitórios, sendo 2 suít...;Rua Morrados; Vila Valparaiso;2;3;3;115;0;0;Nenhuma;5;0;0;0;0;0;0;0
185000;"Apartamento novo, Bessa, 1 quarto , 31,60 m², piscina, churrasqueira, elevador.  Valor R$ 185.000,00 Valor do conominio; R$ 150,00 Previsão de entrega: Dezembro/2024  À 500 metros...";Avenida Campos Sales; Bessa;1;1;1;32;0;150;Nenhuma;2;0;0;0;1;0;0;0
220000;Casa aconchegante no Parque dos Maias. A casa conta com 99,59 m² privativos, divididos em 03 quartos, sala para até 02 ambientes, 02 banheiros, cozinha, área de serviços e pátio co...;Rua Salvador de Rose; Rubem Berta;3;1;2;100;0;0;Destaque;6;0;0;0;0;0;0;0
925431;Apartamento à Venda, 72m² por R$ 925,431. Alto do Ipiranga   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!...;Rua Salvador Simões; Ipiranga;2;1;3;72;0;0;Nenhuma;2;0;0;0;0;0;0;0
619628;Apartamento à Venda, 61m² por R$ 619,628. Vila Leopoldina   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!...;Avenida Mofarrej; Vila Leopoldina;2;2;2;61;0;0;Nenhuma;2;0;0;0;0;0;0;0
312000;Apartamento a venda na Bairro Valparaiso em Santo André. Novíssimo, um conceito moderno e prático de se viver. 41m² de área útil com 1 dormitório com closet ou 2 dormitórios (ampla...;Vila Valparaiso; Santo André;2;1;1;41;300;300;Nenhuma;2;0;0;0;0;0;0;0
745000;Incrível apartamento, andar alto, 61 m² muito bem distribuídos, 2 dormitórios sendo 1 suíte e 2 vagas de garagem grandes demarcadas fixas. Varanda envidraçada e armários embutidos....;Rua Bárbara Heliodora; Vila Romana;2;2;2;61;286;1090;Super destaque;2;1;0;1;0;0;0;0
1100000;Casa à Venda Região Nobre da Enseada  04 dormitórios sendo 02 suíte, Living para 3 Ambientes, Cozinha com Copa,  Sacada ,piscina,Sauna, Churrasqueira, Espaço bem arejado. 01 banhei...;Jardim Virgínia ; Guarujá;4;5;3;250;525;0;Super destaque;6;1;0;1;0;0;0;0
750000;O APARTAMENTO   Apartamento mobiliado e decorado, de frente para avenida , com três quartos , com uma suíte, climatizados living para dois ambientes, cozinha fechada , área de serv...;Rua 234; Meia Praia;3;1;3;123;1250;560;Super destaque;2;1;0;0;0;0;0;0
245000;Piscina, Academia, Brinquedoteca, Quadra esportiva, Playground e Salão de jogos  ;Taquara; Rio de Janeiro;2;1;1;52;59;426;Nenhuma;9;0;1;0;0;1;0;0
371000;Cobertura residencial para Venda, no Parque Oratório em Santo André   SP 2 dormitórios sendo 1 suíte, 1 sala para dois ambientes, 2 banheiros, 1 vaga coberta 108,00 m²  Bairro bem...;Parque Oratorio; Santo André;2;1;2;108;0;0;Nenhuma;2;1;0;0;0;0;0;0
